Comment,Location 1,Location 2,Location 3
এখন যদি একটা মার্সিডিজ গাড়ি নিয়ে ঘুরতো তাইলে বলতেন যে এত টাকা কই পাইসে আর এখন দেওরা তারপর আপনাদের সমস্যা,Dhaka,,
লুঙ্গির নিচে থাকতে পারলে আরাম লাগে,Chittagong,,
প্রধানমন্ত্রী পিছে দৌড়াবে না ছাত্রদলের পোলা তাহলে তুমি দৌড়াবে তার পিছে,Dhaka,,
তুমিতো জমিদারের নাতি তারে একটা গাড়ী কিনে দাও,নোয়াখালী,Dhaka,Chittagong
তুই দৌড়াতে শুরু কর,Comilla,,
ভালো,Dhaka,,
আপনার কষ্ট পাওয়া দেখে আমরাও কষ্ট পাচ্ছি,Chittagong,,
সেই কষ্টও কি তুমার পেছন দিকে নাকি ভাতিজা।,Sylhet,,
মায়ের থেকে মাসীর দরদ বেশী।,Dhaka,Chittagong,
"""হালা গো মাথা খারাপ হয়ে গেছে, তুমি দৌড়াতে যাইলে চেষ্টা করতে পারো।",Dhaka,Khulna,Gazipur
তুমিও গিয়ে দৌড়াও,Dhaka,,
ওরা দৌড়াবে না হাঁটবে তাতে তোর সমস্যা কেনো?,Comilla,,
সারজিস ভাইয়ের শেখ মুজিবকে আব্বা ডাকাও আমাদের কষ্ট দেয়,Sylhet,,
তুমিও গিয়ে দৌড়াও ভাই।তোমাকে ডাক দেয়নি তাই কষ্ট হয়।,চাঁপাইনবাবগঞ্জ,Chapainawabganj,
সে যদি এই সুযোগ পাইতো,Sylhet,,
জ্বালা অন্তর জ্বালা,Dhaka,Feni,
বিষয় টা ভাবতে হবে,Dhaka,Pabna,
বাগবাটোরা কমে গেছে তাই অন্যের দৌড়ানি দেখে কষ্ট হয়,Dhaka,Comilla,
আগে সে ছাত্র লীগের পিছনে দৌড়াদৌড়ি করতো এখন সেই সুযোগ বিএনপি ছাত্র দল দিল তাকে।,Dhaka,Rajshahi,
তোমার গাড়ির পেছনে যখন দৌড়ায় তখন তুমি কষ্ট পাও না? হাস্যকর।,Dhaka,Gazipur,
যাক ছাত্রদল যে কষ্ট করছে তা মার্কেটিং করে দিল।,Chittagong,,
অন্তরে জ্বালা তোমার জ্বালা দেখে কাউরে কিছু যায় আসে না,চাঁপাইনবাবগঞ্জ,Rajshahi,
রাইট,Dhaka,,
তোমার ও ইচ্ছে করে বুঝি,Dhaka,Kushtia,
তোমার পেছনে দৌড়াবে?,Khulna,,
"""মনে নাই বাটপার, আমার বঙ্গবন্ধু না কে বলে ছিল ?",Dhaka,Mymensingh,
হাসিনার গাড়ীর পিছনে তোমাদের দৌঁড়ানো আমাদের আনন্দ দিতো।,Dhaka,,
তোর এতো কস্ট কেন রে ভাই।,Dhaka,Shariatpur,
ইউনুস সরকার যাওয়ার পরে তোমাদের সবকিছুতে কষ্ট।,Chittagong,,
আহারে এতো কষ্ট কেরে,Dhaka,Chittagong,
হাতে পাচ আঙ্গুল তাকে কোনটি দিলে শুনি,সিলেট,,
Bat 'par',Chittagong,Noakhali,Habiganj
"""আহারে,,,নেত্রী আজ দেশে নাই বিদায় দৌড়াতে পারে না",Dhaka,Narsingdi,
চাটার জন্য বাঙালি সেরা।,Chittagong,Brahmanbaria,
তোমারে কষ্ট দেয় কেন যে দৌড়ায় তার কোন কষ্ট হয় নাহ।,Dhaka,,
কেন সোনা __??,Dhaka,,
তাতে তোর জ্বলে কেহেন ভাতিজা,Dhaka,Chittagong,
তুমি কেন কষ্ট পাবে বুঝিনা,Cox's Bazar,,
আহাগো,শেরপুর,Mymensingh,Sherpur
সাবেক ছাত্রলীগ নেতার মায়ের চেয়ে মাসির দরদ বেশি,কক্সবাজার,,
অটো পাশে আসছো বহুদূর,পটুয়াখালী,Dhaka,
তুই মনে হয় তোর গুরেও বলস তোরে হেতে কষ্ট দে,Chittagong,,
"""সবাই মিলে গড়ে তোলার চেষ্টা করুন ( united Bangladesh ) ইউনাইটেড বাংলাদেশ, এখনো কিন্তু সময় আছে এখনো কাদা ছোড়াছুড়ি শুরু হয় ন…",Dhaka,,
"""আপনাকে কষ্ট দিচ্ছে কেন, তার উপর ছেড়ে ওটা!",চট্টগ্রাম,কক্সবাজার,Chittagong
আমি ও কষ্ট পেয়েছি MD Oliullah ভাই আপনি কষ্ট পাইছেন নাকি,Dhaka,,
কারাও পিছনে না লাগাই ভালো,Mymensingh,,
আরে এগুলা চাটাচাটি,Dhaka,Narsingdi,
জ্বালারে জ্বালা অন্তরে জ্বালা,Dhaka,,
"""কেন জ্বলে নাকি রে?? প্রধানমন্ত্রী তারেক রহমান ছাত্রদলের সাংগঠনিক অভিবাবক, তো তার গাড়ির সাথে ছাত্রদলের কেন্দ্রীয় সভাপতি কেন শু…",Dhaka,,
কথা সত্যি ভাই,Dhaka,,
যে দৌরায় তার সমস্যা নেই আপনাদের এত চুলকানি কেন? যে দৌরায় তাকে দৌরাইতে দেন। সে তো এটাকে এনজয় করে।,Dhaka,Barisal,
সে দৌড়াবে না কি করবে তার ব্যক্তিগত ব্যাপার তোর কষ্ট লাগলে তাকে গিয়ে একটা গাড়ি কিনে দে,Chittagong,Noakhali,
"""চাচার হইছে বিপদ। এদিকে মানুষের মন পাচ্ছে না,ওই দিকে ১৫ বছরেও পাস করতে পারতেছে না,বিয়ে করতে গেলে আদু ভাই বলে তাড়িয়ে দেয়।",Chittagong,Comilla,
তুমি আইসা একটু দৌড়ইয়া রাকিবকে হেল্প কর।,ঢাকা,রাজশাহী,কুষ্টিয়া
সফিক দাদু জিতলে আমিও দৌড়াতাম,Comilla,,
তুই মাশা বড়ি খা ব্যাথা দুর হবে।,Dhaka,,
একটু চাটার জন্য দৌড়াদৌড়ি করে আরকি,Chittagong,Brahmanbaria,
আমি আগে মনে করতাম আওয়ামী লীগের মধ্যে চামচার অভাব নাই! পরে দেখলাম পতিত স্বৈরাচারের পর এর চেয়ে হাজার গুন বেশি চামচা এই বিএনপিতে। আল্লাহ মাফ করুন।,Dhaka,Chittagong,Chandpur
SB Belal,Dhaka,,
রাইট।,Feni,,
জমিদার এরের নাতি বলে কথা সার্ভিস আলম,Sylhet,,
মানবিক মানুষ,Dhaka,,
চাটাচাটিতে আদু রাকিব সেরা রে,Chittagong,,
তুই ও দৌড়া তুরে কে মানা করছে...,Chattogram,Chittagong,
Vai toder goyar modde eto jole keno,Dhaka,,
এই জমিদারের নাতি কোথায় জ্বলে,Dhaka,,
"""আসলেই লজ্জাও এবং সাথে দলের ভাব মুর্তি নষ্ট হলো,কিন্তু ছাত্রদল সভাপতি উনার নিজেরই'ত ব্যাক্তিত্য নেই।",Sylhet,,
এরা মুলত ছাত্র না চাটুকার।,চট্টগ্রাম,Sylhet,
